@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 numeric
@attribute outputs-4 numeric

@data
9759,'2019/06/20 02:03:16:270',40,447,246,0.5,0,1,0.5
9760,'2019/06/20 02:03:16:293',40,453,245,0.5,0,1,0.5
9761,'2019/06/20 02:03:16:304',40,453,245,0.5,0,1,0.5
9762,'2019/06/20 02:03:16:327',40,449,246,0.5,0,1,0.5
9763,'2019/06/20 02:03:16:337',40,449,246,0.5,0,1,0.5
9764,'2019/06/20 02:03:16:360',40,444,248,0.5,0,1,0.5
9765,'2019/06/20 02:03:16:370',40,444,248,0.5,0,1,0.5
9766,'2019/06/20 02:03:16:393',40,445,249,0.5,0,1,0.5
9767,'2019/06/20 02:03:16:403',40,445,249,0.5,0,1,0.5
9768,'2019/06/20 02:03:16:427',40,445,249,0.5,0,1,0.5
9769,'2019/06/20 02:03:16:437',40,445,249,0.5,0,1,0.5
9770,'2019/06/20 02:03:16:453',40,445,249,0.5,0,1,0.5
9771,'2019/06/20 02:03:16:478',40,445,248,0.5,0,1,0.5
9772,'2019/06/20 02:03:16:487',40,445,248,0.5,0,1,0.5
9773,'2019/06/20 02:03:16:510',40,446,246,0.5,0,1,0.5
9774,'2019/06/20 02:03:16:520',40,446,246,0.5,0,1,0.5
9775,'2019/06/20 02:03:16:543',40,451,244,0.5,0,1,0.5
9776,'2019/06/20 02:03:16:553',40,451,244,0.5,0,1,0.5
9777,'2019/06/20 02:03:16:577',40,420,245,0.5,0,1,0.5
9778,'2019/06/20 02:03:16:587',40,420,245,0.5,0,1,0.5
9779,'2019/06/20 02:03:16:610',40,447,245,0.5,0,1,0.5
9780,'2019/06/20 02:03:16:620',40,447,245,0.5,0,1,0.5
9781,'2019/06/20 02:03:16:643',40,424,245,0.5,0,1,0.5
9782,'2019/06/20 02:03:16:653',40,424,245,0.5,0,1,0.5
9783,'2019/06/20 02:03:16:678',40,448,244,0.5,0,1,0.5
9784,'2019/06/20 02:03:16:694',40,449,243,0.5,0,1,0.5
9785,'2019/06/20 02:03:16:703',40,449,243,0.5,0,1,0.5
9786,'2019/06/20 02:03:16:727',40,449,242,0.5,0,1,0.5
9787,'2019/06/20 02:03:16:737',40,449,242,0.5,0,1,0.5
9788,'2019/06/20 02:03:16:760',40,450,241,0.5,0,1,0.5
9789,'2019/06/20 02:03:16:770',40,450,241,0.5,0,1,0.5
9790,'2019/06/20 02:03:16:793',40,452,240,0.5,0,1,0.5
9791,'2019/06/20 02:03:16:804',40,452,240,0.5,0,1,0.5
9792,'2019/06/20 02:03:16:827',40,449,240,0.5,0,1,0.5
9793,'2019/06/20 02:03:16:837',40,449,240,0.5,0,1,0.5
9794,'2019/06/20 02:03:16:854',40,449,240,0.5,0,1,0.5
9795,'2019/06/20 02:03:16:877',40,449,240,0.5,0,1,0.5
9796,'2019/06/20 02:03:16:886',40,449,240,0.5,0,1,0.5
9797,'2019/06/20 02:03:16:911',40,425,240,0.5,0,1,0.5
9798,'2019/06/20 02:03:16:920',40,425,240,0.5,0,1,0.5
9799,'2019/06/20 02:03:16:943',40,450,240,0.5,0,1,0.5
9800,'2019/06/20 02:03:16:955',40,450,240,0.5,0,1,0.5
9801,'2019/06/20 02:03:16:977',40,455,239,0.5,0,1,0.5
9802,'2019/06/20 02:03:16:986',40,455,239,0.5,0,1,0.5
9803,'2019/06/20 02:03:17:010',40,432,239,0.5,0,1,0.5
9804,'2019/06/20 02:03:17:029',40,452,238,0.5,0,1,0.5
9805,'2019/06/20 02:03:17:037',40,452,238,0.5,0,1,0.5
9806,'2019/06/20 02:03:17:053',40,452,238,0.5,0,1,0.5
9807,'2019/06/20 02:03:17:079',40,454,237,0.5,0,1,0.5
9808,'2019/06/20 02:03:17:095',40,453,237,0.5,0,1,0.5
9809,'2019/06/20 02:03:17:104',40,453,237,0.5,0,1,0.5
9810,'2019/06/20 02:03:17:127',40,428,237,0.5,0,1,0.5
9811,'2019/06/20 02:03:17:137',40,428,237,0.5,0,1,0.5
9812,'2019/06/20 02:03:17:160',40,455,236,0.5,0,1,0.5
9813,'2019/06/20 02:03:17:170',40,455,236,0.5,0,1,0.5
9814,'2019/06/20 02:03:17:193',40,453,235,0.5,0,1,0.5
9815,'2019/06/20 02:03:17:203',40,453,235,0.5,0,1,0.5
9816,'2019/06/20 02:03:17:220',40,453,235,0.5,0,1,0.5
9817,'2019/06/20 02:03:17:243',40,427,234,0.5,0,1,0.5
9818,'2019/06/20 02:03:17:253',40,427,234,0.5,0,1,0.5
9819,'2019/06/20 02:03:17:277',40,426,232,0.5,0,1,0.5
9820,'2019/06/20 02:03:17:287',40,426,232,0.5,0,1,0.5
9821,'2019/06/20 02:03:17:311',40,426,231,0.5,0,1,0.5
9822,'2019/06/20 02:03:17:321',40,426,231,0.5,0,1,0.5
9823,'2019/06/20 02:03:17:343',40,450,230,0.5,0,1,0.5
9824,'2019/06/20 02:03:17:353',40,450,230,0.5,0,1,0.5
9825,'2019/06/20 02:03:17:378',40,420,231,0.5,0,1,0.5
9826,'2019/06/20 02:03:17:387',40,420,231,0.5,0,1,0.5
9827,'2019/06/20 02:03:17:410',40,443,231,0.5,0,1,0.5
9828,'2019/06/20 02:03:17:420',40,443,231,0.5,0,1,0.5
9829,'2019/06/20 02:03:17:443',40,438,232,0.5,0,1,0.5
9830,'2019/06/20 02:03:17:461',40,410,233,0.5,0,1,0.5
9831,'2019/06/20 02:03:17:470',40,410,233,0.5,0,1,0.5
9832,'2019/06/20 02:03:17:493',40,433,232,0.5,0,1,0.5
9833,'2019/06/20 02:03:17:504',40,433,232,0.5,0,1,0.5
9834,'2019/06/20 02:03:17:527',40,412,232,0.5,0,1,0.5
9835,'2019/06/20 02:03:17:537',40,412,232,0.5,0,1,0.5
9836,'2019/06/20 02:03:17:561',40,434,231,0.5,0,1,0.5
9837,'2019/06/20 02:03:17:571',40,434,231,0.5,0,1,0.5
9838,'2019/06/20 02:03:17:594',40,435,231,0.5,0,1,0.5
9839,'2019/06/20 02:03:17:604',40,435,231,0.5,0,1,0.5
9840,'2019/06/20 02:03:17:620',40,435,231,0.5,0,1,0.5
9841,'2019/06/20 02:03:17:643',40,410,232,0.5,0,1,0.5
9842,'2019/06/20 02:03:17:653',40,410,232,0.5,0,1,0.5
9843,'2019/06/20 02:03:17:677',40,431,232,0.5,0,1,0.5
9844,'2019/06/20 02:03:17:687',40,431,232,0.5,0,1,0.5
9845,'2019/06/20 02:03:17:710',40,410,232,0.5,0,1,0.5
9846,'2019/06/20 02:03:17:721',40,410,232,0.5,0,1,0.5
9847,'2019/06/20 02:03:17:743',40,435,231,0.5,0,1,0.5
9848,'2019/06/20 02:03:17:754',40,435,231,0.5,0,1,0.5
9849,'2019/06/20 02:03:17:777',40,431,231,0.5,0,1,0.5
9850,'2019/06/20 02:03:17:787',40,431,231,0.5,0,1,0.5
9851,'2019/06/20 02:03:17:810',40,431,231,0.5,0,1,0.5
9852,'2019/06/20 02:03:17:820',40,431,231,0.5,0,1,0.5
9853,'2019/06/20 02:03:17:844',40,432,231,0.5,0,1,0.5
9854,'2019/06/20 02:03:17:861',40,435,232,0.5,0,1,0.5
9855,'2019/06/20 02:03:17:870',40,435,232,0.5,0,1,0.5
9856,'2019/06/20 02:03:17:894',40,432,234,0.5,0,1,0.5
9857,'2019/06/20 02:03:17:904',40,432,234,0.5,0,1,0.5
9858,'2019/06/20 02:03:17:927',40,430,236,0.5,0,1,0.5
9859,'2019/06/20 02:03:17:937',40,430,236,0.5,0,1,0.5
9860,'2019/06/20 02:03:17:960',40,430,237,0.5,0,1,0.5
9861,'2019/06/20 02:03:17:970',40,430,237,0.5,0,1,0.5
9862,'2019/06/20 02:03:17:994',40,433,237,0.5,0,1,0.5
9863,'2019/06/20 02:03:18:003',40,433,237,0.5,0,1,0.5
9864,'2019/06/20 02:03:18:020',40,433,237,0.5,0,1,0.5
9865,'2019/06/20 02:03:18:044',40,436,237,0.5,0,1,0.5
9866,'2019/06/20 02:03:18:053',40,436,237,0.5,0,1,0.5
9867,'2019/06/20 02:03:18:077',40,411,239,0.5,0,1,0.5
9868,'2019/06/20 02:03:18:086',40,411,239,0.5,0,1,0.5
9869,'2019/06/20 02:03:18:111',40,437,240,0.5,0,1,0.5
9870,'2019/06/20 02:03:18:120',40,437,240,0.5,0,1,0.5
9871,'2019/06/20 02:03:18:144',40,437,242,0.5,0,1,0.5
9872,'2019/06/20 02:03:18:153',40,437,242,0.5,0,1,0.5
9873,'2019/06/20 02:03:18:177',40,433,244,0.5,0,1,0.5
9874,'2019/06/20 02:03:18:187',40,433,244,0.5,0,1,0.5
9875,'2019/06/20 02:03:18:210',40,438,245,0.5,0,1,0.5
9876,'2019/06/20 02:03:18:220',40,438,245,0.5,0,1,0.5
9877,'2019/06/20 02:03:18:243',40,437,246,0.5,0,1,0.5
9878,'2019/06/20 02:03:18:253',40,437,246,0.5,0,1,0.5
9879,'2019/06/20 02:03:18:278',40,439,246,0.5,0,1,0.5
9880,'2019/06/20 02:03:18:294',40,439,246,0.5,0,1,0.5
9881,'2019/06/20 02:03:18:303',40,439,246,0.5,0,1,0.5
9882,'2019/06/20 02:03:18:327',40,414,247,0.5,0,1,0.5
9883,'2019/06/20 02:03:18:337',40,414,247,0.5,0,1,0.5
9884,'2019/06/20 02:03:18:361',40,436,247,0.5,0,1,0.5
9885,'2019/06/20 02:03:18:370',40,436,247,0.5,0,1,0.5
9886,'2019/06/20 02:03:18:387',40,436,247,0.5,0,1,0.5
9887,'2019/06/20 02:03:18:403',40,436,247,0.5,0,1,0.5
9888,'2019/06/20 02:03:18:427',40,435,248,0.5,0,1,0.5
9889,'2019/06/20 02:03:18:437',40,435,248,0.5,0,1,0.5
9890,'2019/06/20 02:03:18:453',40,435,248,0.5,0,1,0.5
9891,'2019/06/20 02:03:18:477',40,438,249,0.5,0,1,0.5
9892,'2019/06/20 02:03:18:487',40,438,249,0.5,0,1,0.5
9893,'2019/06/20 02:03:18:510',40,414,250,0.5,0,1,0.5
9894,'2019/06/20 02:03:18:520',40,414,250,0.5,0,1,0.5
9895,'2019/06/20 02:03:18:543',40,434,250,0.5,0,1,0.5
9896,'2019/06/20 02:03:18:553',40,434,250,0.5,0,1,0.5
9897,'2019/06/20 02:03:18:576',40,435,250,0.5,0,1,0.5
9898,'2019/06/20 02:03:18:587',40,435,250,0.5,0,1,0.5
9899,'2019/06/20 02:03:18:610',40,414,251,0.5,0,1,0.5
9900,'2019/06/20 02:03:18:620',40,414,251,0.5,0,1,0.5
9901,'2019/06/20 02:03:18:644',40,412,252,0.5,0,1,0.5
9902,'2019/06/20 02:03:18:653',40,412,252,0.5,0,1,0.5
9903,'2019/06/20 02:03:18:677',40,437,252,0.5,0,1,0.5
9904,'2019/06/20 02:03:18:694',40,433,253,0.5,0,1,0.5
9905,'2019/06/20 02:03:18:703',40,433,253,0.5,0,1,0.5
9906,'2019/06/20 02:03:18:726',40,432,253,0.5,0,1,0.5
9907,'2019/06/20 02:03:18:737',40,432,253,0.5,0,1,0.5
9908,'2019/06/20 02:03:18:760',40,412,252,0.5,0,1,0.5
9909,'2019/06/20 02:03:18:770',40,412,252,0.5,0,1,0.5
9910,'2019/06/20 02:03:18:787',40,412,252,0.5,0,1,0.5
9911,'2019/06/20 02:03:18:803',40,412,252,0.5,0,1,0.5
9912,'2019/06/20 02:03:18:827',40,433,251,0.5,0,1,0.5
9913,'2019/06/20 02:03:18:837',40,433,251,0.5,0,1,0.5
9914,'2019/06/20 02:03:18:853',40,433,251,0.5,0,1,0.5
9915,'2019/06/20 02:03:18:877',40,432,250,0.5,0,1,0.5
9916,'2019/06/20 02:03:18:886',40,432,250,0.5,0,1,0.5
9917,'2019/06/20 02:03:18:910',40,410,251,0.5,0,1,0.5
9918,'2019/06/20 02:03:18:920',40,410,251,0.5,0,1,0.5
9919,'2019/06/20 02:03:18:944',40,412,251,0.5,0,1,0.5
9920,'2019/06/20 02:03:18:953',40,412,251,0.5,0,1,0.5
9921,'2019/06/20 02:03:18:977',40,412,251,0.5,0,1,0.5
9922,'2019/06/20 02:03:18:987',40,412,251,0.5,0,1,0.5
9923,'2019/06/20 02:03:19:010',40,412,251,0.5,0,1,0.5
9924,'2019/06/20 02:03:19:020',40,412,251,0.5,0,1,0.5
9925,'2019/06/20 02:03:19:043',40,432,250,0.5,0,1,0.5
9926,'2019/06/20 02:03:19:053',40,432,250,0.5,0,1,0.5
9927,'2019/06/20 02:03:19:077',40,432,249,0.5,0,1,0.5
9928,'2019/06/20 02:03:19:094',40,436,248,0.5,0,1,0.5
9929,'2019/06/20 02:03:19:103',40,436,248,0.5,0,1,0.5
9930,'2019/06/20 02:03:19:127',40,434,248,0.5,0,1,0.5
9931,'2019/06/20 02:03:19:137',40,434,248,0.5,0,1,0.5
9932,'2019/06/20 02:03:19:161',40,433,248,0.5,0,1,0.5
9933,'2019/06/20 02:03:19:171',40,433,248,0.5,0,1,0.5
9934,'2019/06/20 02:03:19:187',40,433,248,0.5,0,1,0.5
9935,'2019/06/20 02:03:19:203',40,433,248,0.5,0,1,0.5
9936,'2019/06/20 02:03:19:227',40,433,248,0.5,0,1,0.5
9937,'2019/06/20 02:03:19:237',40,433,248,0.5,0,1,0.5
9938,'2019/06/20 02:03:19:253',40,433,248,0.5,0,1,0.5
9939,'2019/06/20 02:03:19:277',40,412,247,0.5,0,1,0.5
9940,'2019/06/20 02:03:19:287',40,412,247,0.5,0,1,0.5
9941,'2019/06/20 02:03:19:310',40,433,246,0.5,0,1,0.5
9942,'2019/06/20 02:03:19:320',40,433,246,0.5,0,1,0.5
9943,'2019/06/20 02:03:19:343',40,432,246,0.5,0,1,0.5
9944,'2019/06/20 02:03:19:353',40,432,246,0.5,0,1,0.5
9945,'2019/06/20 02:03:19:377',40,434,246,0.5,0,1,0.5
9946,'2019/06/20 02:03:19:387',40,434,246,0.5,0,1,0.5
9947,'2019/06/20 02:03:19:410',40,411,247,0.5,0,1,0.5
9948,'2019/06/20 02:03:19:420',40,411,247,0.5,0,1,0.5
9949,'2019/06/20 02:03:19:444',40,431,247,0.5,0,1,0.5
9950,'2019/06/20 02:03:19:453',40,431,247,0.5,0,1,0.5
9951,'2019/06/20 02:03:19:476',40,430,247,0.5,0,1,0.5
9952,'2019/06/20 02:03:19:494',40,430,246,0.5,0,1,0.5
9953,'2019/06/20 02:03:19:503',40,430,246,0.5,0,1,0.5
9954,'2019/06/20 02:03:19:526',40,430,245,0.5,0,1,0.5
9955,'2019/06/20 02:03:19:537',40,430,245,0.5,0,1,0.5
9956,'2019/06/20 02:03:19:553',40,430,245,0.5,0,1,0.5
9957,'2019/06/20 02:03:19:570',40,430,245,0.5,0,1,0.5
9958,'2019/06/20 02:03:19:594',40,430,244,0.5,0,1,0.5
9959,'2019/06/20 02:03:19:604',40,430,244,0.5,0,1,0.5
9960,'2019/06/20 02:03:19:626',40,410,244,0.5,0,1,0.5
9961,'2019/06/20 02:03:19:637',40,410,244,0.5,0,1,0.5
9962,'2019/06/20 02:03:19:653',40,410,244,0.5,0,1,0.5
9963,'2019/06/20 02:03:19:677',40,410,245,0.5,0,1,0.5
9964,'2019/06/20 02:03:19:687',40,410,245,0.5,0,1,0.5
9965,'2019/06/20 02:03:19:710',40,431,245,0.5,0,1,0.5
9966,'2019/06/20 02:03:19:720',40,431,245,0.5,0,1,0.5
9967,'2019/06/20 02:03:19:744',40,434,245,0.5,0,1,0.5
9968,'2019/06/20 02:03:19:753',40,434,245,0.5,0,1,0.5
9969,'2019/06/20 02:03:19:777',40,433,245,0.5,0,1,0.5
9970,'2019/06/20 02:03:19:787',40,433,245,0.5,0,1,0.5
9971,'2019/06/20 02:03:19:811',40,429,245,0.5,0,1,0.5
9972,'2019/06/20 02:03:19:820',40,429,245,0.5,0,1,0.5
9973,'2019/06/20 02:03:19:844',40,428,245,0.5,0,1,0.5
9974,'2019/06/20 02:03:19:861',40,410,245,0.5,0,1,0.5
9975,'2019/06/20 02:03:19:871',40,410,245,0.5,0,1,0.5
9976,'2019/06/20 02:03:19:894',40,431,244,0.5,0,1,0.5
9977,'2019/06/20 02:03:19:903',40,431,244,0.5,0,1,0.5
9978,'2019/06/20 02:03:43:783',41,413,358,0.25,0,1,0.5
9979,'2019/06/20 02:03:43:799',41,413,358,0.25,0,1,0.5
9980,'2019/06/20 02:03:43:809',41,413,358,0.25,0,1,0.5
9981,'2019/06/20 02:03:43:832',41,413,358,0.25,0,1,0.5
9982,'2019/06/20 02:03:43:842',41,413,358,0.25,0,1,0.5
9983,'2019/06/20 02:03:43:866',41,411,358,0.25,0,1,0.5
9984,'2019/06/20 02:03:43:875',41,411,358,0.25,0,1,0.5
9985,'2019/06/20 02:03:43:898',41,411,358,0.25,0,1,0.5
9986,'2019/06/20 02:03:43:909',41,411,358,0.25,0,1,0.5
9987,'2019/06/20 02:03:43:932',41,415,357,0.25,0,1,0.5
9988,'2019/06/20 02:03:43:942',41,415,357,0.25,0,1,0.5
9989,'2019/06/20 02:03:43:966',41,412,357,0.25,0,1,0.5
9990,'2019/06/20 02:03:43:975',41,412,357,0.25,0,1,0.5
9991,'2019/06/20 02:03:43:998',41,413,356,0.25,0,1,0.5
9992,'2019/06/20 02:03:44:008',41,413,356,0.25,0,1,0.5
9993,'2019/06/20 02:03:44:032',41,417,355,0.25,0,1,0.5
9994,'2019/06/20 02:03:44:041',41,417,355,0.25,0,1,0.5
9995,'2019/06/20 02:03:44:059',41,417,355,0.25,0,1,0.5
9996,'2019/06/20 02:03:44:081',41,415,355,0.25,0,1,0.5
9997,'2019/06/20 02:03:44:092',41,415,355,0.25,0,1,0.5
9998,'2019/06/20 02:03:44:116',41,413,355,0.25,0,1,0.5
9999,'2019/06/20 02:03:44:125',41,413,355,0.25,0,1,0.5
10000,'2019/06/20 02:03:44:149',41,413,355,0.25,0,1,0.5
10001,'2019/06/20 02:03:44:166',41,411,355,0.25,0,1,0.5
10002,'2019/06/20 02:03:44:176',41,411,355,0.25,0,1,0.5
10003,'2019/06/20 02:03:44:198',41,411,355,0.25,0,1,0.5
10004,'2019/06/20 02:03:44:208',41,411,355,0.25,0,1,0.5
10005,'2019/06/20 02:03:44:233',41,396,355,0.25,0,1,0.5
10006,'2019/06/20 02:03:44:242',41,396,355,0.25,0,1,0.5
10007,'2019/06/20 02:03:44:266',41,394,355,0.25,0,1,0.5
10008,'2019/06/20 02:03:44:275',41,394,355,0.25,0,1,0.5
10009,'2019/06/20 02:03:44:298',41,414,354,0.25,0,1,0.5
10010,'2019/06/20 02:03:44:309',41,414,354,0.25,0,1,0.5
10011,'2019/06/20 02:03:44:333',41,413,354,0.25,0,1,0.5
10012,'2019/06/20 02:03:44:342',41,413,354,0.25,0,1,0.5
10013,'2019/06/20 02:03:44:366',41,413,354,0.25,0,1,0.5
10014,'2019/06/20 02:03:44:375',41,413,354,0.25,0,1,0.5
10015,'2019/06/20 02:03:44:398',41,415,354,0.25,0,1,0.5
10016,'2019/06/20 02:03:44:409',41,415,354,0.25,0,1,0.5
10017,'2019/06/20 02:03:44:433',41,411,354,0.25,0,1,0.5
10018,'2019/06/20 02:03:44:442',41,411,354,0.25,0,1,0.5
10019,'2019/06/20 02:03:44:458',41,411,354,0.25,0,1,0.5
10020,'2019/06/20 02:03:44:482',41,390,353,0.25,0,1,0.5
10021,'2019/06/20 02:03:44:492',41,390,353,0.25,0,1,0.5
10022,'2019/06/20 02:03:44:515',41,390,352,0.25,0,1,0.5
10023,'2019/06/20 02:03:44:526',41,390,352,0.25,0,1,0.5
10024,'2019/06/20 02:03:44:549',41,389,352,0.25,0,1,0.5
10025,'2019/06/20 02:03:44:567',41,417,351,0.25,0,1,0.5
10026,'2019/06/20 02:03:44:575',41,417,351,0.25,0,1,0.5
10027,'2019/06/20 02:03:44:598',41,411,352,0.25,0,1,0.5
10028,'2019/06/20 02:03:44:608',41,411,352,0.25,0,1,0.5
10029,'2019/06/20 02:03:44:633',41,415,352,0.25,0,1,0.5
10030,'2019/06/20 02:03:44:642',41,415,352,0.25,0,1,0.5
10031,'2019/06/20 02:03:44:666',41,412,353,0.25,0,1,0.5
10032,'2019/06/20 02:03:44:675',41,412,353,0.25,0,1,0.5
10033,'2019/06/20 02:03:44:699',41,412,353,0.25,0,1,0.5
10034,'2019/06/20 02:03:44:709',41,412,353,0.25,0,1,0.5
10035,'2019/06/20 02:03:44:732',41,389,353,0.25,0,1,0.5
10036,'2019/06/20 02:03:44:742',41,389,353,0.25,0,1,0.5
10037,'2019/06/20 02:03:44:766',41,431,349,0.25,0,1,0.5
10038,'2019/06/20 02:03:44:775',41,431,349,0.25,0,1,0.5
10039,'2019/06/20 02:03:44:799',41,390,352,0.25,0,1,0.5
10040,'2019/06/20 02:03:44:809',41,390,352,0.25,0,1,0.5
10041,'2019/06/20 02:03:44:832',41,411,352,0.25,0,1,0.5
10042,'2019/06/20 02:03:44:842',41,411,352,0.25,0,1,0.5
10043,'2019/06/20 02:03:44:859',41,411,352,0.25,0,1,0.5
10044,'2019/06/20 02:03:44:882',41,413,352,0.25,0,1,0.5
10045,'2019/06/20 02:03:44:892',41,413,352,0.25,0,1,0.5
10046,'2019/06/20 02:03:44:916',41,414,352,0.25,0,1,0.5
10047,'2019/06/20 02:03:44:925',41,414,352,0.25,0,1,0.5
10048,'2019/06/20 02:03:44:948',41,415,352,0.25,0,1,0.5
10049,'2019/06/20 02:03:44:959',41,415,352,0.25,0,1,0.5
10050,'2019/06/20 02:03:44:982',41,415,352,0.25,0,1,0.5
10051,'2019/06/20 02:03:44:999',41,416,352,0.25,0,1,0.5
10052,'2019/06/20 02:03:45:009',41,416,352,0.25,0,1,0.5
10053,'2019/06/20 02:03:45:032',41,392,353,0.25,0,1,0.5
10054,'2019/06/20 02:03:45:043',41,392,353,0.25,0,1,0.5
10055,'2019/06/20 02:03:45:066',41,413,353,0.25,0,1,0.5
10056,'2019/06/20 02:03:45:075',41,413,353,0.25,0,1,0.5
10057,'2019/06/20 02:03:45:099',41,396,354,0.25,0,1,0.5
10058,'2019/06/20 02:03:45:109',41,396,354,0.25,0,1,0.5
10059,'2019/06/20 02:03:45:132',41,412,355,0.25,0,1,0.5
10060,'2019/06/20 02:03:45:142',41,412,355,0.25,0,1,0.5
10061,'2019/06/20 02:03:45:166',41,412,356,0.25,0,1,0.5
10062,'2019/06/20 02:03:45:175',41,412,356,0.25,0,1,0.5
10063,'2019/06/20 02:03:45:199',41,413,356,0.25,0,1,0.5
10064,'2019/06/20 02:03:45:209',41,413,356,0.25,0,1,0.5
10065,'2019/06/20 02:03:45:226',41,413,356,0.25,0,1,0.5
10066,'2019/06/20 02:03:45:249',41,412,356,0.25,0,1,0.5
10067,'2019/06/20 02:03:45:259',41,412,356,0.25,0,1,0.5
10068,'2019/06/20 02:03:45:282',41,392,356,0.25,0,1,0.5
10069,'2019/06/20 02:03:45:292',41,392,356,0.25,0,1,0.5
10070,'2019/06/20 02:03:45:316',41,396,356,0.25,0,1,0.5
10071,'2019/06/20 02:03:45:325',41,396,356,0.25,0,1,0.5
10072,'2019/06/20 02:03:45:349',41,413,356,0.25,0,1,0.5
10073,'2019/06/20 02:03:45:366',41,412,357,0.25,0,1,0.5
10074,'2019/06/20 02:03:45:376',41,412,357,0.25,0,1,0.5
10075,'2019/06/20 02:03:45:398',41,417,357,0.25,0,1,0.5
10076,'2019/06/20 02:03:45:409',41,417,357,0.25,0,1,0.5
10077,'2019/06/20 02:03:45:432',41,414,358,0.25,0,1,0.5
10078,'2019/06/20 02:03:45:442',41,414,358,0.25,0,1,0.5
10079,'2019/06/20 02:03:45:466',41,412,359,0.25,0,1,0.5
10080,'2019/06/20 02:03:45:475',41,412,359,0.25,0,1,0.5
10081,'2019/06/20 02:03:45:498',41,413,359,0.25,0,1,0.5
10082,'2019/06/20 02:03:45:509',41,413,359,0.25,0,1,0.5
10083,'2019/06/20 02:03:45:532',41,415,359,0.25,0,1,0.5
10084,'2019/06/20 02:03:45:542',41,415,359,0.25,0,1,0.5
10085,'2019/06/20 02:03:45:566',41,396,360,0.25,0,1,0.5
10086,'2019/06/20 02:03:45:575',41,396,360,0.25,0,1,0.5
10087,'2019/06/20 02:03:45:598',41,415,360,0.25,0,1,0.5
10088,'2019/06/20 02:03:45:609',41,415,360,0.25,0,1,0.5
10089,'2019/06/20 02:03:45:626',41,415,360,0.25,0,1,0.5
10090,'2019/06/20 02:03:45:648',41,414,361,0.25,0,1,0.5
10091,'2019/06/20 02:03:45:660',41,414,361,0.25,0,1,0.5
10092,'2019/06/20 02:03:45:682',41,414,362,0.25,0,1,0.5
10093,'2019/06/20 02:03:45:692',41,414,362,0.25,0,1,0.5
10094,'2019/06/20 02:03:45:716',41,413,363,0.25,0,1,0.5
10095,'2019/06/20 02:03:45:726',41,413,363,0.25,0,1,0.5
10096,'2019/06/20 02:03:45:749',41,414,363,0.25,0,1,0.5
10097,'2019/06/20 02:03:45:767',41,412,364,0.25,0,1,0.5
10098,'2019/06/20 02:03:45:776',41,412,364,0.25,0,1,0.5
10099,'2019/06/20 02:03:45:799',41,415,364,0.25,0,1,0.5
10100,'2019/06/20 02:03:45:809',41,415,364,0.25,0,1,0.5
10101,'2019/06/20 02:03:45:833',41,389,365,0.25,0,1,0.5
10102,'2019/06/20 02:03:45:842',41,389,365,0.25,0,1,0.5
10103,'2019/06/20 02:03:45:866',41,398,365,0.25,0,1,0.5
10104,'2019/06/20 02:03:45:875',41,398,365,0.25,0,1,0.5
10105,'2019/06/20 02:03:45:898',41,412,366,0.25,0,1,0.5
10106,'2019/06/20 02:03:45:908',41,412,366,0.25,0,1,0.5
10107,'2019/06/20 02:03:45:932',41,396,366,0.25,0,1,0.5
10108,'2019/06/20 02:03:45:942',41,396,366,0.25,0,1,0.5
10109,'2019/06/20 02:03:45:966',41,413,365,0.25,0,1,0.5
10110,'2019/06/20 02:03:45:976',41,413,365,0.25,0,1,0.5
10111,'2019/06/20 02:03:45:999',41,393,364,0.25,0,1,0.5
10112,'2019/06/20 02:03:46:009',41,393,364,0.25,0,1,0.5
10113,'2019/06/20 02:03:46:026',41,393,364,0.25,0,1,0.5
10114,'2019/06/20 02:03:46:048',41,392,364,0.25,0,1,0.5
10115,'2019/06/20 02:03:46:060',41,392,364,0.25,0,1,0.5
10116,'2019/06/20 02:03:46:082',41,413,364,0.25,0,1,0.5
10117,'2019/06/20 02:03:46:092',41,413,364,0.25,0,1,0.5
10118,'2019/06/20 02:03:46:117',41,417,364,0.25,0,1,0.5
10119,'2019/06/20 02:03:46:125',41,417,364,0.25,0,1,0.5
10120,'2019/06/20 02:03:46:148',41,417,364,0.25,0,1,0.5
10121,'2019/06/20 02:03:46:167',41,415,364,0.25,0,1,0.5
10122,'2019/06/20 02:03:46:175',41,415,364,0.25,0,1,0.5
10123,'2019/06/20 02:03:46:199',41,392,364,0.25,0,1,0.5
10124,'2019/06/20 02:03:46:210',41,392,364,0.25,0,1,0.5
10125,'2019/06/20 02:03:46:233',41,398,363,0.25,0,1,0.5
10126,'2019/06/20 02:03:46:242',41,398,363,0.25,0,1,0.5
10127,'2019/06/20 02:03:46:265',41,415,362,0.25,0,1,0.5
10128,'2019/06/20 02:03:46:276',41,415,362,0.25,0,1,0.5
10129,'2019/06/20 02:03:46:299',41,396,362,0.25,0,1,0.5
10130,'2019/06/20 02:03:46:309',41,396,362,0.25,0,1,0.5
10131,'2019/06/20 02:03:46:332',41,412,362,0.25,0,1,0.5
10132,'2019/06/20 02:03:46:342',41,412,362,0.25,0,1,0.5
