@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 numeric
@attribute outputs-4 numeric

@data
7753,'2019/06/20 01:59:10:883',30,310,13,1,0,0,0.5
7754,'2019/06/20 01:59:10:894',30,310,13,1,0,0,0.5
7755,'2019/06/20 01:59:10:917',30,313,12,1,0,0,0.5
7756,'2019/06/20 01:59:10:928',30,313,12,1,0,0,0.5
7757,'2019/06/20 01:59:10:950',30,313,12,1,0,0,0.5
7758,'2019/06/20 01:59:10:960',30,313,12,1,0,0,0.5
7759,'2019/06/20 01:59:10:977',30,313,12,1,0,0,0.5
7760,'2019/06/20 01:59:10:994',30,313,12,1,0,0,0.5
7761,'2019/06/20 01:59:11:017',30,314,13,1,0,0,0.5
7762,'2019/06/20 01:59:11:028',30,314,13,1,0,0,0.5
7763,'2019/06/20 01:59:11:050',30,307,14,1,0,0,0.5
7764,'2019/06/20 01:59:11:060',30,307,14,1,0,0,0.5
7765,'2019/06/20 01:59:11:083',30,311,13,1,0,0,0.5
7766,'2019/06/20 01:59:11:094',30,311,13,1,0,0,0.5
7767,'2019/06/20 01:59:11:116',30,312,12,1,0,0,0.5
7768,'2019/06/20 01:59:11:127',30,312,12,1,0,0,0.5
7769,'2019/06/20 01:59:11:150',30,309,11,1,0,0,0.5
7770,'2019/06/20 01:59:11:160',30,309,11,1,0,0,0.5
7771,'2019/06/20 01:59:11:183',30,309,10,1,0,0,0.5
7772,'2019/06/20 01:59:11:194',30,309,10,1,0,0,0.5
7773,'2019/06/20 01:59:11:217',30,309,9,1,0,0,0.5
7774,'2019/06/20 01:59:11:228',30,309,9,1,0,0,0.5
7775,'2019/06/20 01:59:11:250',30,309,8,1,0,0,0.5
7776,'2019/06/20 01:59:11:261',30,309,8,1,0,0,0.5
7777,'2019/06/20 01:59:11:284',30,311,8,1,0,0,0.5
7778,'2019/06/20 01:59:11:294',30,311,8,1,0,0,0.5
7779,'2019/06/20 01:59:11:317',30,314,8,1,0,0,0.5
7780,'2019/06/20 01:59:11:327',30,314,8,1,0,0,0.5
7781,'2019/06/20 01:59:11:350',30,309,9,1,0,0,0.5
7782,'2019/06/20 01:59:11:361',30,309,9,1,0,0,0.5
7783,'2019/06/20 01:59:11:377',30,309,9,1,0,0,0.5
7784,'2019/06/20 01:59:11:394',30,309,9,1,0,0,0.5
7785,'2019/06/20 01:59:11:417',30,308,9,1,0,0,0.5
7786,'2019/06/20 01:59:11:428',30,308,9,1,0,0,0.5
7787,'2019/06/20 01:59:11:450',30,314,9,1,0,0,0.5
7788,'2019/06/20 01:59:11:461',30,314,9,1,0,0,0.5
7789,'2019/06/20 01:59:11:484',30,309,10,1,0,0,0.5
7790,'2019/06/20 01:59:11:494',30,309,10,1,0,0,0.5
7791,'2019/06/20 01:59:11:516',30,311,10,1,0,0,0.5
7792,'2019/06/20 01:59:11:528',30,311,10,1,0,0,0.5
7793,'2019/06/20 01:59:22:184',31,313,127,0.75,0,0,0.5
7794,'2019/06/20 01:59:22:195',31,313,127,0.75,0,0,0.5
7795,'2019/06/20 01:59:22:218',31,313,128,0.75,0,0,0.5
7796,'2019/06/20 01:59:22:229',31,313,128,0.75,0,0,0.5
7797,'2019/06/20 01:59:22:252',31,314,129,0.75,0,0,0.5
7798,'2019/06/20 01:59:22:262',31,314,129,0.75,0,0,0.5
7799,'2019/06/20 01:59:22:279',31,314,129,0.75,0,0,0.5
7800,'2019/06/20 01:59:22:301',31,314,129,0.75,0,0,0.5
7801,'2019/06/20 01:59:22:312',31,314,129,0.75,0,0,0.5
7802,'2019/06/20 01:59:22:334',31,314,128,0.75,0,0,0.5
7803,'2019/06/20 01:59:22:346',31,314,128,0.75,0,0,0.5
7804,'2019/06/20 01:59:22:369',31,316,126,0.75,0,0,0.5
7805,'2019/06/20 01:59:22:379',31,316,126,0.75,0,0,0.5
7806,'2019/06/20 01:59:22:401',31,312,126,0.75,0,0,0.5
7807,'2019/06/20 01:59:22:412',31,312,126,0.75,0,0,0.5
7808,'2019/06/20 01:59:22:435',31,311,126,0.75,0,0,0.5
7809,'2019/06/20 01:59:22:446',31,311,126,0.75,0,0,0.5
7810,'2019/06/20 01:59:22:468',31,311,126,0.75,0,0,0.5
7811,'2019/06/20 01:59:22:484',31,314,125,0.75,0,0,0.5
7812,'2019/06/20 01:59:22:495',31,314,125,0.75,0,0,0.5
7813,'2019/06/20 01:59:22:518',31,313,125,0.75,0,0,0.5
7814,'2019/06/20 01:59:22:529',31,313,125,0.75,0,0,0.5
7815,'2019/06/20 01:59:22:551',31,312,125,0.75,0,0,0.5
7816,'2019/06/20 01:59:22:562',31,312,125,0.75,0,0,0.5
7817,'2019/06/20 01:59:22:584',31,313,124,0.75,0,0,0.5
7818,'2019/06/20 01:59:22:595',31,313,124,0.75,0,0,0.5
7819,'2019/06/20 01:59:22:618',31,311,124,0.75,0,0,0.5
7820,'2019/06/20 01:59:22:629',31,311,124,0.75,0,0,0.5
7821,'2019/06/20 01:59:22:652',31,313,123,0.75,0,0,0.5
7822,'2019/06/20 01:59:22:661',31,313,123,0.75,0,0,0.5
7823,'2019/06/20 01:59:22:678',31,313,123,0.75,0,0,0.5
7824,'2019/06/20 01:59:22:701',31,313,123,0.75,0,0,0.5
7825,'2019/06/20 01:59:22:712',31,313,123,0.75,0,0,0.5
7826,'2019/06/20 01:59:22:734',31,313,123,0.75,0,0,0.5
7827,'2019/06/20 01:59:22:745',31,313,123,0.75,0,0,0.5
7828,'2019/06/20 01:59:22:768',31,310,124,0.75,0,0,0.5
7829,'2019/06/20 01:59:22:778',31,310,124,0.75,0,0,0.5
7830,'2019/06/20 01:59:22:801',31,311,123,0.75,0,0,0.5
7831,'2019/06/20 01:59:22:812',31,311,123,0.75,0,0,0.5
7832,'2019/06/20 01:59:22:834',31,311,122,0.75,0,0,0.5
7833,'2019/06/20 01:59:22:845',31,311,122,0.75,0,0,0.5
7834,'2019/06/20 01:59:22:868',31,312,121,0.75,0,0,0.5
7835,'2019/06/20 01:59:22:886',31,311,121,0.75,0,0,0.5
7836,'2019/06/20 01:59:22:895',31,311,121,0.75,0,0,0.5
7837,'2019/06/20 01:59:22:919',31,312,121,0.75,0,0,0.5
7838,'2019/06/20 01:59:22:929',31,312,121,0.75,0,0,0.5
7839,'2019/06/20 01:59:22:951',31,311,122,0.75,0,0,0.5
7840,'2019/06/20 01:59:22:962',31,311,122,0.75,0,0,0.5
7841,'2019/06/20 01:59:22:985',31,309,123,0.75,0,0,0.5
7842,'2019/06/20 01:59:22:995',31,309,123,0.75,0,0,0.5
7843,'2019/06/20 01:59:23:021',31,312,122,0.75,0,0,0.5
7844,'2019/06/20 01:59:23:029',31,312,122,0.75,0,0,0.5
7845,'2019/06/20 01:59:23:045',31,312,122,0.75,0,0,0.5
7846,'2019/06/20 01:59:23:068',31,311,121,0.75,0,0,0.5
7847,'2019/06/20 01:59:23:098',31,310,119,0.75,0,0,0.5
7848,'2019/06/20 01:59:23:099',31,310,119,0.75,0,0,0.5
7849,'2019/06/20 01:59:23:115',31,310,119,0.75,0,0,0.5
7850,'2019/06/20 01:59:23:140',31,309,118,0.75,0,0,0.5
7851,'2019/06/20 01:59:23:149',31,309,118,0.75,0,0,0.5
7852,'2019/06/20 01:59:23:173',31,311,117,0.75,0,0,0.5
7853,'2019/06/20 01:59:23:188',31,310,118,0.75,0,0,0.5
7854,'2019/06/20 01:59:23:199',31,310,118,0.75,0,0,0.5
7855,'2019/06/20 01:59:23:221',31,309,119,0.75,0,0,0.5
7856,'2019/06/20 01:59:23:233',31,309,119,0.75,0,0,0.5
7857,'2019/06/20 01:59:23:256',31,310,119,0.75,0,0,0.5
7858,'2019/06/20 01:59:23:265',31,310,119,0.75,0,0,0.5
7859,'2019/06/20 01:59:23:289',31,310,119,0.75,0,0,0.5
7860,'2019/06/20 01:59:23:299',31,310,119,0.75,0,0,0.5
7861,'2019/06/20 01:59:23:322',31,312,118,0.75,0,0,0.5
7862,'2019/06/20 01:59:23:332',31,312,118,0.75,0,0,0.5
7863,'2019/06/20 01:59:23:356',31,309,118,0.75,0,0,0.5
7864,'2019/06/20 01:59:23:365',31,309,118,0.75,0,0,0.5
7865,'2019/06/20 01:59:23:390',31,311,117,0.75,0,0,0.5
7866,'2019/06/20 01:59:23:399',31,311,117,0.75,0,0,0.5
7867,'2019/06/20 01:59:23:422',31,311,117,0.75,0,0,0.5
7868,'2019/06/20 01:59:23:432',31,311,117,0.75,0,0,0.5
7869,'2019/06/20 01:59:23:449',31,311,117,0.75,0,0,0.5
7870,'2019/06/20 01:59:23:471',31,309,118,0.75,0,0,0.5
7871,'2019/06/20 01:59:23:483',31,309,118,0.75,0,0,0.5
7872,'2019/06/20 01:59:23:506',31,309,118,0.75,0,0,0.5
7873,'2019/06/20 01:59:23:516',31,309,118,0.75,0,0,0.5
7874,'2019/06/20 01:59:23:540',31,311,118,0.75,0,0,0.5
7875,'2019/06/20 01:59:23:549',31,311,118,0.75,0,0,0.5
7876,'2019/06/20 01:59:23:572',31,311,118,0.75,0,0,0.5
7877,'2019/06/20 01:59:23:589',31,312,118,0.75,0,0,0.5
7878,'2019/06/20 01:59:23:599',31,312,118,0.75,0,0,0.5
7879,'2019/06/20 01:59:23:622',31,310,119,0.75,0,0,0.5
7880,'2019/06/20 01:59:23:632',31,310,119,0.75,0,0,0.5
7881,'2019/06/20 01:59:23:656',31,310,120,0.75,0,0,0.5
7882,'2019/06/20 01:59:23:666',31,310,120,0.75,0,0,0.5
7883,'2019/06/20 01:59:23:689',31,311,121,0.75,0,0,0.5
7884,'2019/06/20 01:59:23:698',31,311,121,0.75,0,0,0.5
7885,'2019/06/20 01:59:23:722',31,311,122,0.75,0,0,0.5
7886,'2019/06/20 01:59:23:732',31,311,122,0.75,0,0,0.5
7887,'2019/06/20 01:59:23:756',31,312,123,0.75,0,0,0.5
7888,'2019/06/20 01:59:23:765',31,312,123,0.75,0,0,0.5
7889,'2019/06/20 01:59:23:790',31,310,124,0.75,0,0,0.5
7890,'2019/06/20 01:59:23:799',31,310,124,0.75,0,0,0.5
7891,'2019/06/20 01:59:23:821',31,309,124,0.75,0,0,0.5
7892,'2019/06/20 01:59:23:833',31,309,124,0.75,0,0,0.5
7893,'2019/06/20 01:59:23:849',31,309,124,0.75,0,0,0.5
7894,'2019/06/20 01:59:23:872',31,311,123,0.75,0,0,0.5
7895,'2019/06/20 01:59:23:882',31,311,123,0.75,0,0,0.5
7896,'2019/06/20 01:59:23:906',31,309,123,0.75,0,0,0.5
7897,'2019/06/20 01:59:23:915',31,309,123,0.75,0,0,0.5
7898,'2019/06/20 01:59:23:940',31,307,124,0.75,0,0,0.5
7899,'2019/06/20 01:59:23:948',31,307,124,0.75,0,0,0.5
7900,'2019/06/20 01:59:23:972',31,308,125,0.75,0,0,0.5
7901,'2019/06/20 01:59:23:990',31,307,127,0.75,0,0,0.5
7902,'2019/06/20 01:59:23:999',31,307,127,0.75,0,0,0.5
7903,'2019/06/20 01:59:24:022',31,308,128,0.75,0,0,0.5
7904,'2019/06/20 01:59:24:032',31,308,128,0.75,0,0,0.5
7905,'2019/06/20 01:59:24:054',31,309,128,0.75,0,0,0.5
7906,'2019/06/20 01:59:24:065',31,309,128,0.75,0,0,0.5
7907,'2019/06/20 01:59:24:089',31,309,128,0.75,0,0,0.5
7908,'2019/06/20 01:59:24:099',31,309,128,0.75,0,0,0.5
7909,'2019/06/20 01:59:24:122',31,311,127,0.75,0,0,0.5
7910,'2019/06/20 01:59:24:133',31,311,127,0.75,0,0,0.5
7911,'2019/06/20 01:59:24:156',31,311,127,0.75,0,0,0.5
7912,'2019/06/20 01:59:24:166',31,311,127,0.75,0,0,0.5
7913,'2019/06/20 01:59:24:190',31,312,127,0.75,0,0,0.5
7914,'2019/06/20 01:59:24:198',31,312,127,0.75,0,0,0.5
7915,'2019/06/20 01:59:24:215',31,312,127,0.75,0,0,0.5
7916,'2019/06/20 01:59:24:240',31,309,129,0.75,0,0,0.5
7917,'2019/06/20 01:59:24:249',31,309,129,0.75,0,0,0.5
7918,'2019/06/20 01:59:24:271',31,313,129,0.75,0,0,0.5
7919,'2019/06/20 01:59:24:282',31,313,129,0.75,0,0,0.5
7920,'2019/06/20 01:59:24:305',31,313,130,0.75,0,0,0.5
7921,'2019/06/20 01:59:24:315',31,313,130,0.75,0,0,0.5
7922,'2019/06/20 01:59:24:339',31,311,131,0.75,0,0,0.5
7923,'2019/06/20 01:59:24:349',31,311,131,0.75,0,0,0.5
7924,'2019/06/20 01:59:24:372',31,312,131,0.75,0,0,0.5
7925,'2019/06/20 01:59:24:389',31,311,131,0.75,0,0,0.5
7926,'2019/06/20 01:59:24:398',31,311,131,0.75,0,0,0.5
7927,'2019/06/20 01:59:24:421',31,312,131,0.75,0,0,0.5
7928,'2019/06/20 01:59:24:433',31,312,131,0.75,0,0,0.5
7929,'2019/06/20 01:59:24:456',31,313,130,0.75,0,0,0.5
7930,'2019/06/20 01:59:24:465',31,313,130,0.75,0,0,0.5
7931,'2019/06/20 01:59:24:489',31,311,130,0.75,0,0,0.5
7932,'2019/06/20 01:59:24:499',31,311,130,0.75,0,0,0.5
7933,'2019/06/20 01:59:24:522',31,313,129,0.75,0,0,0.5
7934,'2019/06/20 01:59:24:532',31,313,129,0.75,0,0,0.5
7935,'2019/06/20 01:59:24:556',31,311,128,0.75,0,0,0.5
7936,'2019/06/20 01:59:24:566',31,311,128,0.75,0,0,0.5
7937,'2019/06/20 01:59:24:590',31,315,125,0.75,0,0,0.5
7938,'2019/06/20 01:59:24:598',31,315,125,0.75,0,0,0.5
7939,'2019/06/20 01:59:24:615',31,315,125,0.75,0,0,0.5
7940,'2019/06/20 01:59:24:639',31,314,123,0.75,0,0,0.5
7941,'2019/06/20 01:59:24:649',31,314,123,0.75,0,0,0.5
7942,'2019/06/20 01:59:24:671',31,315,122,0.75,0,0,0.5
7943,'2019/06/20 01:59:24:683',31,315,122,0.75,0,0,0.5
7944,'2019/06/20 01:59:24:705',31,311,123,0.75,0,0,0.5
7945,'2019/06/20 01:59:24:715',31,311,123,0.75,0,0,0.5
7946,'2019/06/20 01:59:24:739',31,312,123,0.75,0,0,0.5
7947,'2019/06/20 01:59:24:749',31,312,123,0.75,0,0,0.5
7948,'2019/06/20 01:59:24:773',31,313,123,0.75,0,0,0.5
7949,'2019/06/20 01:59:24:789',31,313,123,0.75,0,0,0.5
7950,'2019/06/20 01:59:24:799',31,313,123,0.75,0,0,0.5
7951,'2019/06/20 01:59:24:822',31,311,123,0.75,0,0,0.5
7952,'2019/06/20 01:59:24:832',31,311,123,0.75,0,0,0.5
7953,'2019/06/20 01:59:24:856',31,311,122,0.75,0,0,0.5
7954,'2019/06/20 01:59:24:866',31,311,122,0.75,0,0,0.5
7955,'2019/06/20 01:59:24:890',31,313,120,0.75,0,0,0.5
7956,'2019/06/20 01:59:24:899',31,313,120,0.75,0,0,0.5
7957,'2019/06/20 01:59:24:922',31,310,120,0.75,0,0,0.5
7958,'2019/06/20 01:59:24:932',31,310,120,0.75,0,0,0.5
7959,'2019/06/20 01:59:24:956',31,312,119,0.75,0,0,0.5
7960,'2019/06/20 01:59:24:966',31,312,119,0.75,0,0,0.5
7961,'2019/06/20 01:59:24:982',31,312,119,0.75,0,0,0.5
7962,'2019/06/20 01:59:25:006',31,311,119,0.75,0,0,0.5
7963,'2019/06/20 01:59:25:030',31,310,119,0.75,0,0,0.5
7964,'2019/06/20 01:59:25:032',31,310,119,0.75,0,0,0.5
7965,'2019/06/20 01:59:25:061',31,312,118,0.75,0,0,0.5
7966,'2019/06/20 01:59:25:066',31,312,118,0.75,0,0,0.5
7967,'2019/06/20 01:59:25:082',31,312,118,0.75,0,0,0.5
7968,'2019/06/20 01:59:25:105',31,309,118,0.75,0,0,0.5
7969,'2019/06/20 01:59:25:115',31,309,118,0.75,0,0,0.5
7970,'2019/06/20 01:59:25:139',31,309,117,0.75,0,0,0.5
7971,'2019/06/20 01:59:25:149',31,309,117,0.75,0,0,0.5
7972,'2019/06/20 01:59:25:172',31,311,116,0.75,0,0,0.5
7973,'2019/06/20 01:59:25:189',31,311,116,0.75,0,0,0.5
7974,'2019/06/20 01:59:25:199',31,311,116,0.75,0,0,0.5
7975,'2019/06/20 01:59:25:222',31,309,116,0.75,0,0,0.5
7976,'2019/06/20 01:59:25:232',31,309,116,0.75,0,0,0.5
7977,'2019/06/20 01:59:25:256',31,311,116,0.75,0,0,0.5
7978,'2019/06/20 01:59:25:266',31,311,116,0.75,0,0,0.5
7979,'2019/06/20 01:59:25:289',31,311,116,0.75,0,0,0.5
7980,'2019/06/20 01:59:25:299',31,311,116,0.75,0,0,0.5
7981,'2019/06/20 01:59:25:322',31,308,116,0.75,0,0,0.5
7982,'2019/06/20 01:59:25:332',31,308,116,0.75,0,0,0.5
7983,'2019/06/20 01:59:25:355',31,310,114,0.75,0,0,0.5
7984,'2019/06/20 01:59:25:366',31,310,114,0.75,0,0,0.5
7985,'2019/06/20 01:59:25:382',31,310,114,0.75,0,0,0.5
7986,'2019/06/20 01:59:25:406',31,309,113,0.75,0,0,0.5
7987,'2019/06/20 01:59:25:416',31,309,113,0.75,0,0,0.5
7988,'2019/06/20 01:59:25:439',31,309,112,0.75,0,0,0.5
7989,'2019/06/20 01:59:25:449',31,309,112,0.75,0,0,0.5
7990,'2019/06/20 01:59:41:852',32,151,113,0.75,0.5,0,0.5
7991,'2019/06/20 01:59:41:862',32,151,113,0.75,0.5,0,0.5
7992,'2019/06/20 01:59:41:884',32,151,114,0.75,0.5,0,0.5
7993,'2019/06/20 01:59:41:895',32,151,114,0.75,0.5,0,0.5
7994,'2019/06/20 01:59:41:917',32,152,114,0.75,0.5,0,0.5
7995,'2019/06/20 01:59:41:928',32,152,114,0.75,0.5,0,0.5
7996,'2019/06/20 01:59:41:950',32,154,114,0.75,0.5,0,0.5
7997,'2019/06/20 01:59:41:961',32,154,114,0.75,0.5,0,0.5
7998,'2019/06/20 01:59:41:984',32,153,115,0.75,0.5,0,0.5
7999,'2019/06/20 01:59:41:995',32,153,115,0.75,0.5,0,0.5
8000,'2019/06/20 01:59:42:018',32,156,115,0.75,0.5,0,0.5
8001,'2019/06/20 01:59:42:028',32,156,115,0.75,0.5,0,0.5
8002,'2019/06/20 01:59:42:051',32,158,116,0.75,0.5,0,0.5
8003,'2019/06/20 01:59:42:062',32,158,116,0.75,0.5,0,0.5
8004,'2019/06/20 01:59:42:084',32,154,118,0.75,0.5,0,0.5
8005,'2019/06/20 01:59:42:095',32,154,118,0.75,0.5,0,0.5
8006,'2019/06/20 01:59:42:117',32,155,118,0.75,0.5,0,0.5
8007,'2019/06/20 01:59:42:128',32,155,118,0.75,0.5,0,0.5
8008,'2019/06/20 01:59:42:150',32,157,117,0.75,0.5,0,0.5
8009,'2019/06/20 01:59:42:164',32,157,117,0.75,0.5,0,0.5
8010,'2019/06/20 01:59:42:184',32,153,117,0.75,0.5,0,0.5
8011,'2019/06/20 01:59:42:195',32,153,117,0.75,0.5,0,0.5
8012,'2019/06/20 01:59:42:219',32,155,117,0.75,0.5,0,0.5
8013,'2019/06/20 01:59:42:228',32,155,117,0.75,0.5,0,0.5
8014,'2019/06/20 01:59:42:252',32,156,118,0.75,0.5,0,0.5
8015,'2019/06/20 01:59:42:262',32,156,118,0.75,0.5,0,0.5
8016,'2019/06/20 01:59:42:284',32,157,120,0.75,0.5,0,0.5
8017,'2019/06/20 01:59:42:295',32,157,120,0.75,0.5,0,0.5
8018,'2019/06/20 01:59:42:318',32,156,122,0.75,0.5,0,0.5
8019,'2019/06/20 01:59:42:328',32,156,122,0.75,0.5,0,0.5
8020,'2019/06/20 01:59:42:350',32,157,123,0.75,0.5,0,0.5
8021,'2019/06/20 01:59:42:361',32,157,123,0.75,0.5,0,0.5
8022,'2019/06/20 01:59:42:384',32,156,123,0.75,0.5,0,0.5
8023,'2019/06/20 01:59:42:395',32,156,123,0.75,0.5,0,0.5
8024,'2019/06/20 01:59:42:418',32,157,122,0.75,0.5,0,0.5
8025,'2019/06/20 01:59:42:428',32,157,122,0.75,0.5,0,0.5
8026,'2019/06/20 01:59:42:450',32,156,122,0.75,0.5,0,0.5
8027,'2019/06/20 01:59:42:461',32,156,122,0.75,0.5,0,0.5
8028,'2019/06/20 01:59:42:484',32,156,122,0.75,0.5,0,0.5
8029,'2019/06/20 01:59:42:495',32,156,122,0.75,0.5,0,0.5
8030,'2019/06/20 01:59:42:518',32,157,122,0.75,0.5,0,0.5
8031,'2019/06/20 01:59:42:528',32,157,122,0.75,0.5,0,0.5
8032,'2019/06/20 01:59:42:550',32,160,121,0.75,0.5,0,0.5
8033,'2019/06/20 01:59:42:561',32,160,121,0.75,0.5,0,0.5
8034,'2019/06/20 01:59:42:584',32,158,121,0.75,0.5,0,0.5
8035,'2019/06/20 01:59:42:595',32,158,121,0.75,0.5,0,0.5
8036,'2019/06/20 01:59:42:618',32,158,121,0.75,0.5,0,0.5
8037,'2019/06/20 01:59:42:628',32,158,121,0.75,0.5,0,0.5
8038,'2019/06/20 01:59:42:652',32,159,120,0.75,0.5,0,0.5
8039,'2019/06/20 01:59:42:662',32,159,120,0.75,0.5,0,0.5
8040,'2019/06/20 01:59:42:685',32,158,118,0.75,0.5,0,0.5
8041,'2019/06/20 01:59:42:695',32,158,118,0.75,0.5,0,0.5
8042,'2019/06/20 01:59:42:718',32,157,118,0.75,0.5,0,0.5
8043,'2019/06/20 01:59:42:729',32,157,118,0.75,0.5,0,0.5
8044,'2019/06/20 01:59:42:750',32,157,118,0.75,0.5,0,0.5
8045,'2019/06/20 01:59:42:762',32,157,118,0.75,0.5,0,0.5
8046,'2019/06/20 01:59:42:784',32,158,118,0.75,0.5,0,0.5
8047,'2019/06/20 01:59:42:795',32,158,118,0.75,0.5,0,0.5
8048,'2019/06/20 01:59:42:818',32,157,118,0.75,0.5,0,0.5
8049,'2019/06/20 01:59:42:828',32,157,118,0.75,0.5,0,0.5
8050,'2019/06/20 01:59:42:852',32,158,118,0.75,0.5,0,0.5
8051,'2019/06/20 01:59:42:862',32,158,118,0.75,0.5,0,0.5
8052,'2019/06/20 01:59:42:884',32,156,118,0.75,0.5,0,0.5
8053,'2019/06/20 01:59:42:895',32,156,118,0.75,0.5,0,0.5
8054,'2019/06/20 01:59:42:918',32,156,116,0.75,0.5,0,0.5
8055,'2019/06/20 01:59:42:928',32,156,116,0.75,0.5,0,0.5
8056,'2019/06/20 01:59:42:951',32,154,115,0.75,0.5,0,0.5
8057,'2019/06/20 01:59:42:961',32,154,115,0.75,0.5,0,0.5
8058,'2019/06/20 01:59:42:984',32,156,113,0.75,0.5,0,0.5
8059,'2019/06/20 01:59:42:995',32,156,113,0.75,0.5,0,0.5
8060,'2019/06/20 01:59:43:018',32,155,113,0.75,0.5,0,0.5
8061,'2019/06/20 01:59:43:028',32,155,113,0.75,0.5,0,0.5
8062,'2019/06/20 01:59:43:051',32,155,113,0.75,0.5,0,0.5
8063,'2019/06/20 01:59:43:061',32,155,113,0.75,0.5,0,0.5
8064,'2019/06/20 01:59:43:086',32,155,113,0.75,0.5,0,0.5
8065,'2019/06/20 01:59:43:095',32,155,113,0.75,0.5,0,0.5
8066,'2019/06/20 01:59:43:118',32,156,113,0.75,0.5,0,0.5
8067,'2019/06/20 01:59:43:128',32,156,113,0.75,0.5,0,0.5
8068,'2019/06/20 01:59:43:150',32,156,112,0.75,0.5,0,0.5
8069,'2019/06/20 01:59:43:162',32,156,112,0.75,0.5,0,0.5
8070,'2019/06/20 01:59:43:184',32,156,111,0.75,0.5,0,0.5
8071,'2019/06/20 01:59:43:195',32,156,111,0.75,0.5,0,0.5
8072,'2019/06/20 01:59:43:218',32,156,110,0.75,0.5,0,0.5
8073,'2019/06/20 01:59:43:228',32,156,110,0.75,0.5,0,0.5
8074,'2019/06/20 01:59:43:250',32,155,110,0.75,0.5,0,0.5
8075,'2019/06/20 01:59:43:262',32,155,110,0.75,0.5,0,0.5
8076,'2019/06/20 01:59:43:278',32,155,110,0.75,0.5,0,0.5
8077,'2019/06/20 01:59:43:300',32,156,110,0.75,0.5,0,0.5
8078,'2019/06/20 01:59:43:318',32,156,111,0.75,0.5,0,0.5
8079,'2019/06/20 01:59:43:328',32,156,111,0.75,0.5,0,0.5
8080,'2019/06/20 01:59:43:350',32,156,111,0.75,0.5,0,0.5
8081,'2019/06/20 01:59:43:361',32,156,111,0.75,0.5,0,0.5
8082,'2019/06/20 01:59:43:384',32,156,111,0.75,0.5,0,0.5
8083,'2019/06/20 01:59:43:395',32,156,111,0.75,0.5,0,0.5
8084,'2019/06/20 01:59:43:417',32,154,111,0.75,0.5,0,0.5
8085,'2019/06/20 01:59:43:428',32,154,111,0.75,0.5,0,0.5
8086,'2019/06/20 01:59:43:452',32,154,111,0.75,0.5,0,0.5
8087,'2019/06/20 01:59:43:462',32,154,111,0.75,0.5,0,0.5
8088,'2019/06/20 01:59:43:484',32,153,112,0.75,0.5,0,0.5
8089,'2019/06/20 01:59:43:495',32,153,112,0.75,0.5,0,0.5
8090,'2019/06/20 01:59:43:518',32,152,113,0.75,0.5,0,0.5
8091,'2019/06/20 01:59:43:528',32,152,113,0.75,0.5,0,0.5
8092,'2019/06/20 01:59:43:550',32,153,113,0.75,0.5,0,0.5
8093,'2019/06/20 01:59:43:561',32,153,113,0.75,0.5,0,0.5
8094,'2019/06/20 01:59:43:585',32,154,113,0.75,0.5,0,0.5
8095,'2019/06/20 01:59:43:595',32,154,113,0.75,0.5,0,0.5
8096,'2019/06/20 01:59:43:618',32,154,114,0.75,0.5,0,0.5
8097,'2019/06/20 01:59:43:628',32,154,114,0.75,0.5,0,0.5
8098,'2019/06/20 01:59:43:650',32,154,114,0.75,0.5,0,0.5
8099,'2019/06/20 01:59:43:661',32,154,114,0.75,0.5,0,0.5
8100,'2019/06/20 01:59:43:678',32,154,114,0.75,0.5,0,0.5
8101,'2019/06/20 01:59:43:702',32,150,114,0.75,0.5,0,0.5
8102,'2019/06/20 01:59:43:719',32,151,113,0.75,0.5,0,0.5
8103,'2019/06/20 01:59:43:728',32,151,113,0.75,0.5,0,0.5
8104,'2019/06/20 01:59:43:754',32,150,113,0.75,0.5,0,0.5
8105,'2019/06/20 01:59:43:761',32,150,113,0.75,0.5,0,0.5
8106,'2019/06/20 01:59:43:787',32,150,113,0.75,0.5,0,0.5
8107,'2019/06/20 01:59:43:795',32,150,113,0.75,0.5,0,0.5
8108,'2019/06/20 01:59:43:817',32,151,113,0.75,0.5,0,0.5
8109,'2019/06/20 01:59:43:828',32,151,113,0.75,0.5,0,0.5
8110,'2019/06/20 01:59:43:850',32,154,114,0.75,0.5,0,0.5
8111,'2019/06/20 01:59:43:861',32,154,114,0.75,0.5,0,0.5
8112,'2019/06/20 01:59:43:886',32,154,115,0.75,0.5,0,0.5
8113,'2019/06/20 01:59:43:894',32,154,115,0.75,0.5,0,0.5
8114,'2019/06/20 01:59:43:917',32,152,116,0.75,0.5,0,0.5
8115,'2019/06/20 01:59:43:928',32,152,116,0.75,0.5,0,0.5
8116,'2019/06/20 01:59:43:951',32,152,116,0.75,0.5,0,0.5
8117,'2019/06/20 01:59:43:961',32,152,116,0.75,0.5,0,0.5
8118,'2019/06/20 01:59:43:984',32,153,116,0.75,0.5,0,0.5
8119,'2019/06/20 01:59:43:994',32,153,116,0.75,0.5,0,0.5
8120,'2019/06/20 01:59:44:020',32,152,118,0.75,0.5,0,0.5
8121,'2019/06/20 01:59:44:028',32,152,118,0.75,0.5,0,0.5
